time,E_scr_pv,E_scr_sv,c_temp_pv,c_temp_sv,k_rpm_pv,k_rpm_sv,n_temp_pv,n_temp_sv,scale_pv,s_temp_pv,s_temp_sv
2023-05-18T15:09:19.018900Z,8,8,69.6,70,189,180,67.2,70,3.01,67.1,70
2023-05-18T15:09:20.128150Z,8,8,69.8,70,189,180,67.2,70,3.01,67.0,70
2023-05-18T15:12:38.819460Z,8,8,69.7,70,189,180,67.9,70,3.08,65.9,70
2023-05-18T15:12:39.958188Z,8,8,69.7,70,189,180,67.8,70,3.08,65.9,70
2023-05-18T15:12:41.050178Z,8,8,69.7,70,189,180,67.8,70,3.08,65.9,70
2023-05-18T15:12:49.009516Z,8,8,69.7,70,189,180,67.4,70,3.01,65.8,70
2023-05-18T15:12:50.064108Z,8,8,69.8,70,189,180,67.4,70,3.01,66.0,70
2023-05-18T15:13:23.566707Z,8,8,69.8,70,189,180,66.7,70,3.02,68.1,70
2023-05-18T15:13:24.611189Z,8,8,69.9,70,189,180,66.8,70,3.02,67.9,70
2023-05-18T15:13:55.251018Z,8,8,69.7,70,189,180,67.8,70,3.04,66.2,70
2023-05-18T15:13:56.311126Z,8,8,69.7,70,189,180,67.8,70,3.04,66.3,70
2023-05-18T15:14:25.806134Z,8,8,69.7,70,189,180,66.9,70,3.03,68.8,70
2023-05-18T15:14:26.846427Z,8,8,69.7,70,189,180,66.9,70,3.03,68.7,70
2023-05-18T15:15:20.566815Z,8,8,69.7,70,189,180,67.3,70,3.03,67.5,70
2023-05-18T15:15:21.599380Z,8,8,69.8,70,189,180,67.3,70,3.03,67.7,70
2023-05-18T15:15:22.636430Z,8,8,69.6,70,189,180,67.2,70,3.03,67.6,70
2023-05-18T15:19:15.731824Z,8,8,69.4,70,189,180,69.4,70,3.06,68.4,70
2023-05-18T15:19:16.200523Z,8,8,69.4,70,189,180,69.5,70,3.06,68.2,70
2023-05-18T15:19:16.653731Z,8,8,69.4,70,189,180,69.5,70,3.06,68.3,70
2023-05-18T15:19:17.144581Z,8,8,69.4,70,189,180,69.6,70,3.06,68.3,70
2023-05-18T15:19:17.592175Z,8,8,69.5,70,189,180,69.5,70,3.06,68.3,70
2023-05-18T15:19:44.420958Z,8,8,69.4,70,189,180,70.3,70,3.05,70.8,70
2023-05-18T15:19:44.858629Z,8,8,69.5,70,189,180,70.3,70,3.05,70.8,70
2023-05-18T15:19:45.299394Z,8,8,69.4,70,189,180,70.4,70,3.04,70.8,70
2023-05-18T15:19:45.767063Z,8,8,69.4,70,189,180,70.4,70,3.04,70.8,70
2023-05-18T15:19:46.208047Z,8,8,69.5,70,189,180,70.5,70,3.04,70.9,70
2023-05-18T15:19:46.648814Z,8,8,69.4,70,189,180,70.3,70,3.04,70.9,70
2023-05-18T15:19:47.091149Z,8,8,69.5,70,189,180,70.4,70,3.04,71.0,70
2023-05-18T15:19:54.281202Z,8,8,69.4,70,189,180,70.6,70,3.03,70.4,70
2023-05-18T15:19:54.718653Z,8,8,69.4,70,189,180,70.6,70,3.03,70.3,70
2023-05-18T15:19:55.179094Z,8,8,69.5,70,189,180,70.6,70,3.03,70.2,70
2023-05-18T15:19:55.636306Z,8,8,69.4,70,189,180,70.6,70,3.03,70.1,70
2023-05-18T15:19:56.071052Z,8,8,69.5,70,189,180,70.6,70,3.03,70.1,70
2023-05-18T15:19:56.512035Z,8,8,69.5,70,189,180,70.6,70,3.03,69.9,70
2023-05-18T15:19:56.984051Z,8,8,69.4,70,189,180,70.6,70,3.04,69.9,70
2023-05-18T15:19:57.434062Z,8,8,69.4,70,189,180,70.6,70,3.04,69.9,70
2023-05-18T15:19:57.934212Z,8,8,69.4,70,189,180,70.6,70,3.04,69.7,70
2023-05-18T15:20:03.089824Z,8,8,69.5,70,189,180,70.5,70,3.04,69.1,70
2023-05-18T15:20:03.527358Z,8,8,69.5,70,189,180,70.4,70,3.04,69.1,70
2023-05-18T15:20:03.975048Z,8,8,69.5,70,189,180,70.4,70,3.04,69.0,70
2023-05-18T15:20:04.431425Z,8,8,69.5,70,189,180,70.4,70,3.04,68.9,70
2023-05-18T15:20:08.576450Z,8,8,69.5,70,189,180,70.1,70,3.04,68.5,70
2023-05-18T15:20:09.014096Z,8,8,69.5,70,189,180,70.2,70,3.04,68.4,70
2023-05-18T15:20:09.452280Z,8,8,69.5,70,189,180,70.1,70,3.03,68.4,70
2023-05-18T15:20:09.889733Z,8,8,69.4,70,189,180,70.0,70,3.03,68.5,70
2023-05-18T15:20:10.328102Z,8,8,69.5,70,189,180,70.0,70,3.03,68.4,70
2023-05-18T15:20:10.768866Z,8,8,69.5,70,189,180,70.0,70,3.03,68.4,70
2023-05-18T15:20:11.212961Z,8,8,69.5,70,189,180,69.9,70,3.03,68.3,70
2023-05-18T15:20:11.669361Z,8,8,69.4,70,189,180,69.9,70,3.03,68.3,70
2023-05-18T15:20:32.764141Z,8,8,69.5,70,189,180,69.1,70,3.03,70.0,70
2023-05-18T15:20:33.267400Z,8,8,69.4,70,189,180,69.2,70,3.03,70.1,70
2023-05-18T15:20:33.715170Z,8,8,69.5,70,189,180,69.2,70,3.03,70.1,70
2023-05-18T15:20:34.156137Z,8,8,69.4,70,189,180,69.1,70,3.03,70.1,70
2023-05-18T15:20:37.656177Z,8,8,69.5,70,189,180,69.1,70,3.03,70.4,70
2023-05-18T15:20:38.097073Z,8,8,69.4,70,189,180,69.1,70,3.03,70.6,70
2023-05-18T15:20:38.569022Z,8,8,69.5,70,189,180,69.2,70,3.03,70.6,70
2023-05-18T15:20:39.013385Z,8,8,69.5,70,189,180,69.2,70,3.03,70.5,70
2023-05-18T15:20:39.451058Z,8,8,69.5,70,189,180,69.1,70,3.03,70.7,70
2023-05-18T15:20:39.889216Z,8,8,69.5,70,189,180,69.2,70,3.03,70.7,70
2023-05-18T15:20:40.389179Z,8,8,69.5,70,189,180,69.1,70,3.03,70.6,70
2023-05-18T15:20:40.830742Z,8,8,69.5,70,189,180,69.3,70,3.03,70.7,70
2023-05-18T15:20:42.448029Z,8,8,69.5,70,189,180,69.3,70,3.03,70.9,70
2023-05-18T15:20:42.885502Z,8,8,69.5,70,189,180,69.3,70,3.03,70.9,70
2023-05-18T15:20:43.338602Z,8,8,69.5,70,189,180,69.3,70,3.03,70.9,70
2023-05-18T15:20:43.782846Z,8,8,69.5,70,189,180,69.3,70,3.03,71.0,70
2023-05-18T15:20:44.223773Z,8,8,69.5,70,189,180,69.2,70,3.03,71.0,70
2023-05-18T15:20:48.458227Z,8,8,69.4,70,189,180,69.4,70,3.03,71.0,70
2023-05-18T15:20:48.911228Z,8,8,69.6,70,189,180,69.4,70,3.03,71.0,70
2023-05-18T15:20:49.348763Z,8,8,69.5,70,189,180,69.5,70,3.03,70.9,70
2023-05-18T15:20:49.793366Z,8,8,69.5,70,189,180,69.5,70,3.03,70.9,70
2023-05-18T15:20:50.237370Z,8,8,69.5,70,189,180,69.5,70,3.03,70.8,70
2023-05-18T15:20:50.791135Z,8,8,69.4,70,189,180,69.6,70,3.03,70.8,70
2023-05-18T15:20:51.271460Z,8,8,69.5,70,189,180,69.6,70,3.03,70.6,70
2023-05-18T15:20:51.811724Z,8,8,69.5,70,189,180,69.6,70,3.03,70.5,70
2023-05-18T16:12:39.118338Z,8,8,69.5,70,182,180,68.9,70,3.03,69.9,70
2023-05-18T16:12:39.621878Z,8,8,69.5,70,182,180,69.0,70,3.03,69.7,70
2023-05-18T16:12:40.047270Z,8,8,69.5,70,182,180,69.0,70,3.03,69.7,70
2023-05-18T16:12:40.489148Z,8,8,69.5,70,182,180,69.0,70,3.03,69.7,70
2023-05-18T16:13:54.633191Z,8,8,69.7,70,187,180,69.0,70,3.04,68.5,70
2023-05-18T16:13:55.055024Z,8,8,69.6,70,187,180,68.9,70,3.04,68.4,70
2023-05-18T16:13:55.476854Z,8,8,69.6,70,187,180,68.9,70,3.04,68.4,70
2023-05-18T16:13:55.926678Z,8,8,69.6,70,187,180,68.9,70,3.04,68.4,70
2023-05-18T16:15:06.357314Z,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70
2023-05-18T16:15:06.779359Z,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70
2023-05-18T16:15:07.229606Z,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70
2023-05-18T16:15:07.670730Z,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70
2023-05-18T16:17:10.235010Z,8,8,70.1,70,188,180,69.6,70,3.07,69.2,70
2023-05-18T16:17:10.672508Z,8,8,70.1,70,188,180,69.6,70,3.07,69.2,70
2023-05-18T16:17:11.098010Z,8,8,70.1,70,188,180,69.6,70,3.07,69.2,70
2023-05-18T16:17:11.733341Z,8,8,70.1,70,189,180,69.7,70,3.07,69.2,70
2023-05-18T16:18:02.181375Z,8,8,70.2,70,189,180,68.8,70,3.05,70.5,70
2023-05-18T16:18:02.647301Z,8,8,70.2,70,189,180,68.9,70,3.05,70.5,70
2023-05-18T16:18:03.091688Z,8,8,70.2,70,189,180,68.9,70,3.05,70.6,70
2023-05-18T16:18:03.517200Z,8,8,70.2,70,189,180,68.9,70,3.05,70.5,70
2023-05-18T16:18:30.758512Z,8,8,70.2,70,190,180,69.0,70,3.03,68.0,70
2023-05-18T16:18:31.196122Z,8,8,70.1,70,190,180,69.0,70,3.03,68.1,70
2023-05-18T16:18:31.637111Z,8,8,70.2,70,190,180,69.0,70,3.03,67.9,70
2023-05-18T16:18:32.065888Z,8,8,70.2,70,190,180,68.9,70,3.03,67.8,70
2023-05-18T16:18:32.488562Z,8,8,70.2,70,190,180,68.8,70,3.03,67.7,70
2023-05-18T16:18:46.050314Z,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70
2023-05-18T16:18:46.568771Z,8,8,70.2,70,190,180,68.5,70,3.06,67.0,70
2023-05-18T16:18:47.009887Z,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70
2023-05-18T16:18:47.428796Z,8,8,70.2,70,190,180,68.6,70,3.06,67.2,70
2023-05-18T16:18:47.854222Z,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70
2023-05-18T16:18:48.303335Z,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70
2023-05-18T16:18:48.725931Z,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70
2023-05-18T16:18:51.232592Z,8,8,70.2,70,190,180,68.4,70,3.03,67.2,70
2023-05-18T16:18:51.673532Z,8,8,70.3,70,190,180,68.4,70,3.03,67.3,70
2023-05-18T16:18:52.211663Z,8,8,70.2,70,190,180,68.4,70,3.03,67.3,70
2023-05-18T16:18:52.655930Z,8,8,70.3,70,190,180,68.4,70,3.03,67.3,70
2023-05-18T16:19:06.492752Z,8,8,70.2,70,190,180,68.5,70,3.04,68.6,70
2023-05-18T16:19:06.914583Z,8,8,70.3,70,190,180,68.7,70,3.04,68.8,70
2023-05-18T16:19:07.356527Z,8,8,70.2,70,190,180,68.6,70,3.04,68.7,70
2023-05-18T16:19:07.803224Z,8,8,70.2,70,190,180,68.5,70,3.04,68.8,70
2023-05-18T16:19:51.380347Z,8,8,70.5,70,190,180,69.2,70,3.02,67.5,70
2023-05-18T16:19:51.805644Z,8,8,70.4,70,190,180,69.1,70,3.02,67.5,70
2023-05-18T16:19:52.251029Z,8,8,70.3,70,190,180,69.1,70,3.02,67.6,70
2023-05-18T16:19:52.679685Z,8,8,70.4,70,190,180,69.2,70,3.02,67.7,70
2023-05-18T16:21:17.989305Z,8,8,70.5,70,190,180,68.8,70,3.02,69.6,70
2023-05-18T16:21:18.426759Z,8,8,70.5,70,190,180,68.9,70,3.02,69.7,70
2023-05-18T16:21:18.852054Z,8,8,70.5,70,190,180,68.8,70,3.02,69.7,70
2023-05-18T16:21:19.296423Z,8,8,70.5,70,190,180,68.8,70,3.02,69.8,70
2023-05-18T16:23:25.468577Z,8,8,70.5,70,189,180,68.5,70,3.03,68.5,70
2023-05-18T16:23:25.909500Z,8,8,70.5,70,189,180,68.5,70,3.03,68.6,70
2023-05-18T16:23:26.412924Z,8,8,70.5,70,189,180,68.4,70,3.03,68.5,70
2023-05-18T16:23:26.834753Z,8,8,70.4,70,189,180,68.4,70,3.03,68.6,70
2023-05-18T16:23:58.244308Z,8,8,70.6,70,189,180,68.3,70,3.07,66.5,70
2023-05-18T16:23:58.666138Z,8,8,70.6,70,189,180,68.4,70,3.07,66.5,70
2023-05-18T16:23:59.104390Z,8,8,70.6,70,189,180,68.3,70,3.07,66.4,70
2023-05-18T16:23:59.607702Z,8,8,70.5,70,189,180,68.3,70,3.07,66.5,70
2023-05-18T16:24:32.216842Z,8,8,70.5,70,189,180,68.7,70,3.06,68.7,70
2023-05-18T16:24:32.635824Z,8,8,70.5,70,189,180,68.7,70,3.06,68.6,70
2023-05-18T16:24:33.104614Z,8,8,70.5,70,189,180,68.9,70,3.06,68.6,70
2023-05-18T16:24:33.620396Z,8,8,70.5,70,189,180,68.8,70,3.06,68.4,70
2023-05-18T16:24:58.876268Z,8,8,70.5,70,190,180,68.5,70,3.05,66.6,70
2023-05-18T16:24:59.332645Z,8,8,70.5,70,190,180,68.4,70,3.05,66.6,70
2023-05-18T16:24:59.757792Z,8,8,70.5,70,190,180,68.5,70,3.05,66.7,70
2023-05-18T16:25:00.261033Z,8,8,70.5,70,190,180,68.3,70,3.05,66.7,70
2023-05-18T16:25:31.138048Z,8,8,70.5,70,190,180,67.9,70,3.03,67.7,70
2023-05-18T16:25:31.559878Z,8,8,70.5,70,190,180,68.0,70,3.03,67.6,70
2023-05-18T16:25:32.012967Z,8,8,70.5,70,190,180,67.9,70,3.03,67.5,70
2023-05-18T16:25:32.437468Z,8,8,70.5,70,190,180,67.9,70,3.03,67.5,70
2023-05-18T16:26:24.697413Z,8,8,70.5,70,191,180,67.7,70,3.02,67.5,70
2023-05-18T16:26:25.231976Z,8,8,70.5,70,191,180,67.6,70,3.02,67.4,70
2023-05-18T16:26:25.669562Z,8,8,70.5,70,191,180,67.7,70,3.02,67.4,70
2023-05-18T16:26:26.094937Z,8,8,70.5,70,191,180,67.7,70,3.02,67.4,70
2023-05-18T16:26:26.563725Z,8,8,70.5,70,191,180,67.7,70,3.02,67.3,70
2023-05-18T16:26:27.020128Z,8,8,70.5,70,191,180,67.6,70,3.02,67.3,70
2023-05-18T16:26:27.441948Z,8,8,70.5,70,191,180,67.7,70,3.02,67.2,70
2023-05-18T16:27:47.620806Z,8,8,70.4,70,191,180,68.4,70,3.02,66.2,70
2023-05-18T16:27:48.042643Z,8,8,70.4,70,191,180,68.4,70,3.02,66.1,70
2023-05-18T16:27:48.467789Z,8,8,70.3,70,191,180,68.4,70,3.02,66.2,70
2023-05-18T16:27:48.890590Z,8,8,70.4,70,191,180,68.4,70,3.02,66.2,70
2023-05-18T16:27:49.362617Z,8,8,70.4,70,191,180,68.4,70,3.02,66.1,70
2023-05-18T16:28:20.587957Z,8,8,70.3,70,191,180,67.4,70,3.03,68.5,70
2023-05-18T16:28:21.009792Z,8,8,70.4,70,191,180,67.4,70,3.03,68.4,70
2023-05-18T16:28:21.462874Z,8,8,70.3,70,191,180,67.4,70,3.03,68.4,70
2023-05-18T16:28:21.962814Z,8,8,70.3,70,191,180,67.4,70,3.03,68.6,70
2023-05-18T16:28:55.959106Z,8,8,70.5,70,191,180,67.7,70,3.09,66.0,70
2023-05-18T16:28:56.381109Z,8,8,70.4,70,191,180,67.7,70,3.09,66.0,70
2023-05-18T16:28:56.821974Z,8,8,70.4,70,191,180,67.7,70,3.09,66.0,70
2023-05-18T16:28:57.259427Z,8,8,70.4,70,191,180,67.7,70,3.09,66.1,70
2023-05-18T16:28:57.681258Z,8,8,70.4,70,191,180,67.8,70,3.09,66.1,70
2023-05-18T16:28:58.107798Z,8,8,70.4,70,191,180,67.7,70,3.09,66.1,70
2023-05-18T16:28:58.529839Z,8,8,70.4,70,191,180,67.8,70,3.09,66.2,70
2023-05-18T16:29:00.435870Z,8,8,70.4,70,191,180,67.9,70,3.01,66.3,70
2023-05-18T16:29:00.857704Z,8,8,70.4,70,191,180,67.9,70,3.01,66.3,70
2023-05-18T16:29:01.282839Z,8,8,70.4,70,191,180,67.8,70,3.01,66.3,70
2023-05-18T16:29:01.720295Z,8,8,70.4,70,191,180,68.0,70,3.01,66.3,70
2023-05-18T16:29:02.157866Z,8,8,70.4,70,191,180,67.9,70,3.01,66.3,70
2023-05-19T13:59:59.604174Z,8,8,70.0,70,149,170,69.3,70,3.01,70.2,70
2023-05-19T14:00:00.135365Z,8,8,70.0,70,149,170,69.4,70,3.01,70.3,70
2023-05-19T14:00:00.572834Z,8,8,70.0,70,149,170,69.4,70,3.01,70.4,70
2023-05-19T14:00:01.017616Z,8,8,70.1,70,149,170,69.4,70,3.01,70.4,70
2023-05-19T14:00:01.481618Z,8,8,70.1,70,149,170,69.4,70,3.01,70.5,70
2023-05-19T14:00:26.482234Z,8,8,70.1,70,153,170,69.9,70,3.19,68.7,70
2023-05-19T14:00:26.919691Z,8,8,70.1,70,153,170,69.9,70,3.19,68.8,70
2023-05-19T14:00:27.407342Z,8,8,70.1,70,154,170,69.9,70,3.19,68.6,70
2023-05-19T14:00:27.866852Z,8,8,70.0,70,156,170,70.0,70,3.19,68.6,70
2023-05-19T14:00:28.310947Z,8,8,70.1,70,159,170,70.0,70,3.19,68.5,70
2023-05-19T14:01:24.320540Z,8,8,70.1,70,162,170,69.5,70,2.97,68.2,70
2023-05-19T14:01:24.762257Z,8,8,70.0,70,162,170,69.4,70,2.97,68.2,70
2023-05-19T14:01:25.203013Z,8,8,70.0,70,161,170,69.5,70,2.97,68.1,70
2023-05-19T14:01:25.647141Z,8,8,70.1,70,159,170,69.4,70,2.97,68.1,70
2023-05-19T14:01:30.716144Z,8,8,70.1,70,157,170,69.4,70,3.12,67.7,70
2023-05-19T14:01:31.153596Z,8,8,70.1,70,157,170,69.3,70,3.12,67.8,70
2023-05-19T14:01:31.600982Z,8,8,70.2,70,157,170,69.4,70,3.12,67.9,70
2023-05-19T14:01:32.041737Z,8,8,70.2,70,157,170,69.4,70,3.12,67.9,70
2023-05-19T14:01:32.479190Z,8,8,70.2,70,157,170,69.4,70,3.12,67.8,70
2023-05-19T14:01:32.923156Z,8,8,70.1,70,157,170,69.4,70,3.12,67.8,70
2023-05-19T14:01:41.100648Z,8,8,70.1,70,160,170,69.5,70,3.08,68.5,70
2023-05-19T14:01:41.535201Z,8,8,70.2,70,160,170,69.5,70,3.08,68.4,70
2023-05-19T14:01:41.982447Z,8,8,70.2,70,160,170,69.4,70,3.08,68.5,70
2023-05-19T14:01:42.438847Z,8,8,70.2,70,160,170,69.5,70,3.08,68.5,70
2023-05-19T14:01:42.892958Z,8,8,70.2,70,160,170,69.5,70,3.08,68.6,70
2023-05-19T14:01:43.365988Z,8,8,70.2,70,160,170,69.6,70,3.08,68.7,70
2023-05-19T14:02:14.284521Z,8,8,70.3,70,161,170,70.0,70,3.08,69.5,70
2023-05-19T14:02:14.753243Z,8,8,70.2,70,161,170,70.1,70,3.08,69.4,70
2023-05-19T14:02:15.236626Z,8,8,70.3,70,161,170,70.0,70,3.08,69.3,70
2023-05-19T14:02:15.696348Z,8,8,70.3,70,161,170,70.0,70,3.08,69.3,70
2023-05-19T14:03:04.022585Z,8,8,70.3,70,164,170,68.9,70,3.01,70.4,70
2023-05-19T14:03:04.460061Z,8,8,70.5,70,164,170,68.9,70,3.01,70.6,70
2023-05-19T14:03:04.916266Z,8,8,70.3,70,164,170,68.9,70,3.01,70.6,70
2023-05-19T14:03:05.363612Z,8,8,70.3,70,164,170,68.9,70,3.01,70.5,70
2023-05-19T14:03:05.850825Z,8,8,70.3,70,164,170,68.8,70,3.01,70.4,70
2023-05-19T14:04:47.819048Z,8,8,70.5,70,169,170,69.1,70,2.96,69.4,70
2023-05-19T14:04:48.257415Z,8,8,70.5,70,169,170,69.0,70,2.96,69.4,70
2023-05-19T14:04:48.694862Z,8,8,70.5,70,168,170,69.1,70,2.96,69.4,70
2023-05-19T14:04:49.147938Z,8,8,70.5,70,166,170,69.1,70,2.96,69.5,70
2023-05-19T14:05:51.256044Z,8,8,70.6,70,162,170,68.3,70,3.09,69.8,70
2023-05-19T14:05:51.712613Z,8,8,70.7,70,162,170,68.3,70,3.09,69.8,70
2023-05-19T14:05:52.153534Z,8,8,70.7,70,162,170,68.3,70,3.09,69.8,70
2023-05-19T14:05:52.591197Z,8,8,70.6,70,162,170,68.3,70,3.09,69.8,70
2023-05-19T14:07:47.753072Z,8,8,70.7,70,163,170,69.0,70,3.11,69.1,70
2023-05-19T14:07:48.250084Z,8,8,70.6,70,163,170,68.9,70,3.11,69.0,70
2023-05-19T14:07:48.688111Z,8,8,70.7,70,163,170,68.9,70,3.11,68.9,70
2023-05-19T14:07:49.110520Z,8,8,70.6,70,163,170,68.9,70,3.11,68.9,70
2023-05-19T14:07:49.563592Z,8,8,70.6,70,163,170,68.9,70,3.11,68.8,70
2023-05-19T14:07:50.004370Z,8,8,70.6,70,163,170,68.9,70,3.11,68.8,70
2023-05-19T14:07:50.445121Z,8,8,70.6,70,163,170,68.8,70,3.11,68.6,70
2023-05-19T14:07:50.874534Z,8,8,70.6,70,163,170,68.9,70,3.11,68.6,70
2023-05-19T14:07:51.309068Z,8,8,70.6,70,163,170,68.9,70,3.11,68.4,70
2023-05-19T14:07:51.749862Z,8,8,70.6,70,163,170,68.9,70,3.11,68.4,70
2023-05-19T14:07:52.184561Z,8,8,70.6,70,163,170,68.9,70,3.11,68.5,70
2023-05-19T14:07:52.626831Z,8,8,70.7,70,163,170,68.9,70,3.11,68.3,70
2023-05-19T14:07:53.070347Z,8,8,70.6,70,163,170,68.9,70,3.11,68.1,70
2023-05-19T14:08:35.400344Z,8,8,70.6,70,165,170,68.2,70,2.95,69.3,70
2023-05-19T14:08:35.859206Z,8,8,70.6,70,165,170,68.2,70,2.95,69.4,70
2023-05-19T14:08:36.296737Z,8,8,70.6,70,164,170,68.1,70,2.95,69.3,70
2023-05-19T14:08:36.715786Z,8,8,70.7,70,161,170,68.2,70,2.95,69.4,70
2023-05-19T14:09:19.869552Z,8,8,70.5,70,146,170,68.4,70,3.08,67.0,70
2023-05-19T14:09:20.307223Z,8,8,70.5,70,146,170,68.4,70,3.08,67.1,70
2023-05-19T14:09:20.771693Z,8,8,70.5,70,146,170,68.3,70,3.08,67.1,70
2023-05-19T14:09:21.212460Z,8,8,70.5,70,146,170,68.4,70,3.08,67.1,70
2023-05-19T14:09:52.615988Z,8,8,70.5,70,173,170,68.2,70,3.09,68.3,70
2023-05-19T14:09:53.069044Z,8,8,70.5,70,173,170,68.2,70,3.09,68.4,70
2023-05-19T14:09:53.508618Z,8,8,70.5,70,174,170,68.1,70,3.09,68.2,70
2023-05-19T14:09:53.948105Z,8,8,70.5,70,176,170,68.1,70,3.09,68.1,70
2023-05-19T14:09:54.439073Z,8,8,70.5,70,178,170,68.0,70,3.09,68.1,70
2023-05-19T14:10:09.812646Z,8,8,70.5,70,178,170,67.2,70,3.11,66.6,70
2023-05-19T14:10:10.253329Z,8,8,70.5,70,178,170,67.2,70,3.11,66.5,70
2023-05-19T14:10:10.691086Z,8,8,70.5,70,179,170,67.3,70,3.11,66.6,70
2023-05-19T14:10:11.119564Z,8,8,70.6,70,180,170,67.2,70,3.11,66.5,70
2023-05-19T14:10:18.809558Z,8,8,70.5,70,182,170,67.2,70,2.99,67.0,70
2023-05-19T14:10:19.262640Z,8,8,70.5,70,182,170,67.2,70,2.99,67.1,70
2023-05-19T14:10:19.718955Z,8,8,70.5,70,182,170,67.3,70,2.99,67.1,70
2023-05-19T14:10:20.159815Z,8,8,70.5,70,180,170,67.2,70,2.99,67.1,70
2023-05-19T14:11:18.548097Z,8,8,70.5,70,179,170,68.2,70,3.05,67.4,70
2023-05-19T14:11:18.985854Z,8,8,70.5,70,179,170,68.3,70,3.05,67.6,70
2023-05-19T14:11:19.445393Z,8,8,70.5,70,179,170,68.3,70,3.05,67.5,70
2023-05-19T14:11:19.882846Z,8,8,70.5,70,179,170,68.1,70,3.05,67.6,70
2023-05-19T14:11:53.713385Z,8,8,70.5,70,179,170,67.3,70,3.16,66.7,70
2023-05-19T14:11:54.154162Z,8,8,70.6,70,179,170,67.3,70,3.16,66.7,70
2023-05-19T14:11:54.648318Z,8,8,70.5,70,180,170,67.3,70,3.16,66.6,70
2023-05-19T14:11:55.092502Z,8,8,70.5,70,182,170,67.3,70,3.16,66.6,70
2023-05-19T14:12:08.186304Z,8,8,70.5,70,188,170,67.9,70,3.02,66.4,70
2023-05-19T14:12:08.623756Z,8,8,70.6,70,188,170,68.0,70,3.02,66.4,70
2023-05-19T14:12:09.058519Z,8,8,70.5,70,188,170,67.9,70,3.02,66.4,70
2023-05-19T14:12:09.502382Z,8,8,70.5,70,188,170,68.0,70,3.02,66.4,70
2023-05-19T14:12:09.939917Z,8,8,70.5,70,188,170,68.0,70,3.02,66.6,70
2023-05-19T14:13:42.694761Z,8,8,70.6,70,185,170,68.1,70,3.04,68.7,70
2023-05-19T14:13:43.153484Z,8,8,70.6,70,185,170,68.2,70,3.04,68.7,70
2023-05-19T14:13:43.594264Z,8,8,70.6,70,185,170,68.1,70,3.04,68.7,70
2023-05-19T14:13:44.031679Z,8,8,70.6,70,185,170,68.2,70,3.04,68.7,70
2023-05-19T14:13:44.488109Z,8,8,70.5,70,185,170,68.2,70,3.04,68.6,70
2023-05-19T14:14:10.580863Z,8,8,70.5,70,185,170,67.5,70,3.04,66.3,70
2023-05-19T14:14:11.037252Z,8,8,70.5,70,185,170,67.5,70,3.04,66.3,70
2023-05-19T14:14:11.486774Z,8,8,70.6,70,185,170,67.6,70,3.04,66.2,70
2023-05-19T14:14:11.924226Z,8,8,70.5,70,185,170,67.6,70,3.04,66.2,70
2023-05-19T14:16:37.945361Z,8,8,70.4,70,181,170,67.0,70,3.07,67.7,70
2023-05-19T14:16:38.398625Z,8,8,70.5,70,181,170,67.0,70,3.07,67.9,70
2023-05-19T14:16:38.821038Z,8,8,70.5,70,181,170,66.9,70,3.07,67.8,70
2023-05-19T14:16:39.289356Z,8,8,70.5,70,181,170,66.9,70,3.07,67.9,70
2023-05-19T14:16:39.726816Z,8,8,70.4,70,181,170,67.0,70,3.07,68.0,70
2023-05-19T14:18:07.544249Z,8,8,70.2,70,181,170,66.5,70,3.09,65.6,70
2023-05-19T14:18:08.000651Z,8,8,70.2,70,181,170,66.6,70,3.09,65.7,70
2023-05-19T14:18:08.487498Z,8,8,70.2,70,182,170,66.5,70,3.09,65.9,70
2023-05-19T14:18:08.922064Z,8,8,70.2,70,182,170,66.5,70,3.09,65.8,70
2023-05-19T14:18:25.036331Z,8,8,70.3,70,184,170,66.3,70,3.02,67.3,70
2023-05-19T14:18:25.473787Z,8,8,70.2,70,184,170,66.4,70,3.02,67.2,70
2023-05-19T14:18:25.923915Z,8,8,70.2,70,184,170,66.2,70,3.02,67.3,70
2023-05-19T14:18:26.399268Z,8,8,70.3,70,184,170,66.3,70,3.02,67.4,70
2023-05-19T14:19:07.088775Z,8,8,70.3,70,184,170,67.6,70,2.97,66.0,70
2023-05-19T14:19:07.560799Z,8,8,70.2,70,184,170,67.6,70,2.97,66.1,70
2023-05-19T14:19:07.999235Z,8,8,70.2,70,184,170,67.7,70,2.97,66.0,70
2023-05-19T14:19:08.469162Z,8,8,70.3,70,181,170,67.7,70,2.97,66.1,70
2023-05-19T14:19:09.044232Z,8,8,70.3,70,181,170,67.6,70,2.97,66.1,70
2023-05-19T14:19:18.705749Z,8,8,70.4,70,181,170,67.4,70,3.03,67.1,70
2023-05-19T14:19:19.432520Z,8,8,70.3,70,181,170,67.4,70,3.03,67.2,70
